blk,lt,nbrhd,address,vacant_in_feb,vacant_in_oct,chg,stayed_vacant,no_longer_vacant,became_vacant,lat,lon,Zip5
0001,003,easterwood,2041 W NORTH AVE,1,1,0,1,0,0,39.30941765,-76.65104057,21217
0001,004,easterwood,2039 W NORTH AVE,0,1,1,0,0,1,NA,NA,21217
0001,006,easterwood,2035 W NORTH AVE,1,1,0,1,0,0,39.30942276,-76.65089166,21217
0001,007,easterwood,2033 W NORTH AVE,1,1,0,1,0,0,39.30942443,-76.65084103,21217
0001,008,easterwood,2031 W NORTH AVE,1,1,0,1,0,0,39.30942603,-76.65079304,21217
0001,015,easterwood,2017 W NORTH AVE,1,1,0,1,0,0,39.30943944,-76.65044524,21217
0001,026,easterwood,1810 N PAYSON ST,1,1,0,1,0,0,39.30902061,-76.65010741,21217
0001,027,easterwood,1808 N PAYSON ST,1,1,0,1,0,0,39.30898232,-76.65010528,21217
0001,028,easterwood,1806 N PAYSON ST,1,1,0,1,0,0,39.30894358,-76.65010312,21217
0001,030,easterwood,1802 N PAYSON ST,0,1,1,0,0,1,NA,NA,21217
0001,031,easterwood,1800 N PAYSON ST,1,1,0,1,0,0,39.30882778,-76.65009692,21217
0001,033,easterwood,2002 WESTWOOD AVE,1,1,0,1,0,0,39.30891456,-76.65035633,21217
0001,033C,easterwood,2008 WESTWOOD AVE,1,1,0,1,0,0,39.30890951,-76.65050027,21217
0001,033D,easterwood,2010 WESTWOOD AVE,1,1,0,1,0,0,39.3089078,-76.65054943,21217
0001,033I,easterwood,2020 WESTWOOD AVE,0,1,1,0,0,1,NA,NA,21217
0001,037,easterwood,1807 N PULASKI ST,1,1,0,1,0,0,39.30891011,-76.6510026,21217
0001,038,easterwood,1809 N PULASKI ST,0,1,1,0,0,1,NA,NA,21217
0001,039,easterwood,1811 N PULASKI ST,1,1,0,1,0,0,39.30898686,-76.65100691,21217
0001,040,easterwood,1813 N PULASKI ST,1,1,0,1,0,0,39.30902509,-76.65100906,21217
0001,043,easterwood,1819 N PULASKI ST,1,1,0,1,0,0,39.3091383,-76.65101541,21217
0001,044,easterwood,1821 N PULASKI ST,0,1,1,0,0,1,NA,NA,21217
0001,045,easterwood,1823 N PULASKI ST,1,1,0,1,0,0,39.30921335,-76.65101962,21217
0001,046,easterwood,1825 N PULASKI ST,1,1,0,1,0,0,39.3092531,-76.6510226,21217
0002,002,easterwood,1802 N MONROE ST,1,1,0,1,0,0,39.30892564,-76.64837658,21217
0002,010,easterwood,1818 N MONROE ST,1,1,0,1,0,0,39.30921984,-76.64839357,21217
0002,011,easterwood,1820 N MONROE ST,1,1,0,1,0,0,39.30925698,-76.64839566,21217
0002,012,easterwood,1822 N MONROE ST,1,1,0,1,0,0,39.30929352,-76.64839777,21217
0002,013,easterwood,1824 N MONROE ST,1,1,0,1,0,0,39.30933035,-76.6483999,21217
0002,015,easterwood,1901 W NORTH AVE,1,1,0,1,0,0,39.30953616,-76.6482863,21217
0002,016,easterwood,1903 W NORTH AVE,1,1,0,1,0,0,39.30953366,-76.64833768,21217
0002,018,easterwood,1907 W NORTH AVE,1,1,0,1,0,0,39.30952858,-76.64843751,21217
0002,019,easterwood,1909 W NORTH AVE,1,0,-1,0,1,0,39.30952601,-76.64848892,NA
0002,021,easterwood,1913 W NORTH AVE,1,1,0,1,0,0,39.30951947,-76.64861692,21217
0002,023,easterwood,1917 W NORTH AVE,1,1,0,1,0,0,39.30951592,-76.64868639,21217
0002,024,easterwood,1919 W NORTH AVE,1,1,0,1,0,0,39.30951351,-76.64873325,21217
0002,025,easterwood,1921 W NORTH AVE,1,1,0,1,0,0,39.30951634,-76.64878138,21217
0002,026,easterwood,1923 W NORTH AVE,1,1,0,1,0,0,39.30950836,-76.6488286,21217
0002,027,easterwood,1925 W NORTH AVE,0,1,1,0,0,1,NA,NA,21217
0002,029,easterwood,1931 W NORTH AVE,1,1,0,1,0,0,39.30949028,-76.64918957,21217
0002,030,easterwood,1933 W NORTH AVE,1,1,0,1,0,0,39.30948772,-76.64923983,21217
0002,031,easterwood,1935 W NORTH AVE,1,1,0,1,0,0,39.30948513,-76.64928983,21217
0002,032,easterwood,1937 W NORTH AVE,1,1,0,1,0,0,39.30948269,-76.64933806,21217
0002,034,easterwood,1941 W NORTH AVE,1,1,0,1,0,0,39.30947764,-76.64943742,21217
0002,035,easterwood,1943 W NORTH AVE,1,1,0,1,0,0,39.3094751,-76.64948699,21217
0002,036,easterwood,1945 W NORTH AVE,1,1,0,1,0,0,39.30947261,-76.64953589,21217
0002,037,easterwood,1947 W NORTH AVE,1,1,0,1,0,0,39.30947009,-76.64958516,21217
0002,038,easterwood,1949 W NORTH AVE,1,1,0,1,0,0,39.30946762,-76.64963362,21217
0002,041,easterwood,1825 N PAYSON ST,1,1,0,1,0,0,39.30930496,-76.64960009,21217
0002,043,easterwood,1821 N PAYSON ST,1,1,0,1,0,0,39.30922834,-76.64959474,21217
0002,044,easterwood,1819 N PAYSON ST,1,1,0,1,0,0,39.30918986,-76.64959636,21217
0002,045,easterwood,1817 N PAYSON ST,1,1,0,1,0,0,39.30915198,-76.64958701,21217
0002,047,easterwood,1813 N PAYSON ST,1,1,0,1,0,0,39.30907753,-76.64958667,21217
0002,049,easterwood,1809 N PAYSON ST,1,1,0,1,0,0,39.30900158,-76.64958242,21217
0002,057,easterwood,1806 APPLETON ST,1,1,0,1,0,0,39.30896761,-76.64923483,21217
0002,059,easterwood,1810 APPLETON ST,1,1,0,1,0,0,39.30903808,-76.64923881,21217
0002,064,easterwood,1820 APPLETON ST,1,1,0,1,0,0,39.3092149,-76.64924871,21217
0002,069,easterwood,1825 APPLETON ST,1,1,0,1,0,0,39.30931305,-76.64874425,21217
0003,001,sandtown-winche,1800 N FULTON AVE,1,1,0,1,0,0,39.3089469,-76.64671212,21217
0003,002,sandtown-winche,1802 N FULTON AVE,1,1,0,1,0,0,39.30898886,-76.64671669,21217
0003,003,sandtown-winche,1804 N FULTON AVE,1,1,0,1,0,0,39.30903069,-76.64671903,21217
0003,005,sandtown-winche,1808 N FULTON AVE,1,1,0,1,0,0,39.30911204,-76.64672851,21217
0003,008,sandtown-winche,1814 N FULTON AVE,1,1,0,1,0,0,39.30922329,-76.64687917,21217
0003,010,sandtown-winche,1818 N FULTON AVE,1,1,0,1,0,0,39.30930321,-76.64690436,21217
0003,011,sandtown-winche,1820 N FULTON AVE,1,1,0,1,0,0,39.30934412,-76.64689818,21217
0003,012,sandtown-winche,1822 N FULTON AVE,1,1,0,1,0,0,39.30938388,-76.6469046,21217
0003,013,sandtown-winche,1824 N FULTON AVE,1,1,0,1,0,0,39.30943041,-76.64676119,21217
0003,014,sandtown-winche,1826 N FULTON AVE,1,1,0,1,0,0,39.30946968,-76.64674564,21217
0003,018,sandtown-winche,1807 W NORTH AVE,1,1,0,1,0,0,39.30962804,-76.64676522,21217
0003,019,sandtown-winche,1809 W NORTH AVE,1,1,0,1,0,0,39.30962577,-76.6468157,21217
0003,020,sandtown-winche,1811 W NORTH AVE,1,1,0,1,0,0,39.30962334,-76.64686611,21217
0003,021,sandtown-winche,1813 W NORTH AVE,1,1,0,1,0,0,39.30962215,-76.64691661,21217
0003,025,sandtown-winche,1821 W NORTH AVE,1,1,0,1,0,0,39.30961495,-76.64711688,21217
0003,027,sandtown-winche,1825 W NORTH AVE,1,1,0,1,0,0,39.30961131,-76.64721784,21217
0003,028,sandtown-winche,1827 W NORTH AVE,1,1,0,1,0,0,39.30958463,-76.64733631,21217
0003,030,sandtown-winche,1831 W NORTH AVE,1,1,0,1,0,0,39.30957772,-76.64743888,21217
0003,031,sandtown-winche,1833 W NORTH AVE,1,1,0,1,0,0,39.30957775,-76.64748932,21217
0003,032,sandtown-winche,1835 W NORTH AVE,1,1,0,1,0,0,39.30957237,-76.64754038,21217
0003,033,sandtown-winche,1837 W NORTH AVE,1,1,0,1,0,0,39.30957058,-76.64758941,21217
0003,040,sandtown-winche,1851 W NORTH AVE,1,1,0,1,0,0,39.30954764,-76.64795046,21217
0003,041,sandtown-winche,1853 W NORTH AVE,1,1,0,1,0,0,39.30954583,-76.64800212,21217
0003,042,sandtown-winche,1827 N MONROE ST,1,1,0,1,0,0,39.30938256,-76.64785843,21217
0003,044,sandtown-winche,1823 N MONROE ST,1,1,0,1,0,0,39.30930526,-76.64785728,21217
0003,045,sandtown-winche,1821 N MONROE ST,1,1,0,1,0,0,39.30926741,-76.6478526,21217
0003,047,sandtown-winche,1817 N MONROE ST,1,1,0,1,0,0,39.30918991,-76.6478481,21217
0003,048,sandtown-winche,1813 N MONROE ST,1,1,0,1,0,0,39.30915076,-76.64785661,21217
0003,055,sandtown-winche,1838 WESTWOOD AVE,1,1,0,1,0,0,39.30902334,-76.64764977,21217
0003,058,sandtown-winche,1832 WESTWOOD AVE,1,1,0,1,0,0,39.30903364,-76.64750305,21217
0003,063,sandtown-winche,1801-1803 MCKEAN AVE,0,1,1,0,0,1,NA,NA,21217
0004,006,sandtown-winche,1811 N FULTON AVE,1,1,0,1,0,0,39.30917386,-76.64606069,21217
0004,008,sandtown-winche,1815 N FULTON AVE,1,1,0,1,0,0,39.30925954,-76.64595127,21217
0004,009,sandtown-winche,1817 N FULTON AVE,1,1,0,1,0,0,39.30930035,-76.64594925,21217
0004,010,sandtown-winche,1819 N FULTON AVE,1,1,0,1,0,0,39.30934063,-76.64595953,21217
0004,011,sandtown-winche,1821 N FULTON AVE,1,1,0,1,0,0,39.30938101,-76.64596069,21217
0004,012,sandtown-winche,1823 N FULTON AVE,1,1,0,1,0,0,39.30942069,-76.64596302,21217
0004,013,sandtown-winche,1825 N FULTON AVE,1,1,0,1,0,0,39.30946191,-76.64595626,21217
0004,020,sandtown-winche,1731 W NORTH AVE,1,1,0,1,0,0,39.30966642,-76.64594607,21217
0004,024,sandtown-winche,1723 W NORTH AVE,1,1,0,1,0,0,39.3096761,-76.6457407,21217
0004,026,sandtown-winche,1719 W NORTH AVE,1,1,0,1,0,0,39.30968342,-76.64557133,21217
0004,028,sandtown-winche,1715 W NORTH AVE,1,1,0,1,0,0,39.30968689,-76.64547111,21217
0004,029,sandtown-winche,1713 W NORTH AVE,1,1,0,1,0,0,39.30969241,-76.64542203,21217
0004,030,sandtown-winche,1711 W NORTH AVE,1,1,0,1,0,0,39.3096909,-76.64537141,21217
0004,034,sandtown-winche,1703 W NORTH AVE,1,1,0,1,0,0,39.30970371,-76.64517177,21217
0004,036,sandtown-winche,1828 N MOUNT ST,1,1,0,1,0,0,39.3095378,-76.64536277,21217
0004,037,sandtown-winche,1826 N MOUNT ST,1,1,0,1,0,0,39.30949931,-76.64536295,21217
0005,001,sandtown-winche,1641 W NORTH AVE,1,1,0,1,0,0,39.30976256,-76.64380596,21217
0005,003,sandtown-winche,1645 W NORTH AVE,1,1,0,1,0,0,39.30976006,-76.6439081,21217
0005,005,sandtown-winche,1649 W NORTH AVE,0,1,1,0,0,1,NA,NA,21217
0005,007,sandtown-winche,1653 W NORTH AVE,1,1,0,1,0,0,39.30975443,-76.64410863,21217
0005,010,sandtown-winche,1659 W NORTH AVE,1,1,0,1,0,0,39.30974185,-76.64425709,21217
0005,011,sandtown-winche,1663 W NORTH AVE,1,1,0,1,0,0,39.30973601,-76.64438376,21217
0005,012,sandtown-winche,1665 W NORTH AVE,0,1,1,0,0,1,NA,NA,21217
0005,014,sandtown-winche,1669 W NORTH AVE,0,1,1,0,0,1,NA,NA,21217
0005,015,sandtown-winche,1671 W NORTH AVE,1,1,0,1,0,0,39.30972479,-76.64458229,21217
0005,018,sandtown-winche,1677 W NORTH AVE,1,1,0,1,0,0,39.309723,-76.64473572,21217
0005,021,sandtown-winche,1831 N MOUNT ST,1,1,0,1,0,0,39.30956547,-76.64471506,21217
0005,032,sandtown-winche,1809 N MOUNT ST,1,1,0,1,0,0,39.30915877,-76.6446923,21217
0005,037,sandtown-winche,1634 WESTWOOD AVE,1,1,0,1,0,0,39.30904354,-76.64445861,21217
0005,038,sandtown-winche,1632 WESTWOOD AVE,1,1,0,1,0,0,39.30909524,-76.64443378,21217
0005,040,sandtown-winche,1628 WESTWOOD AVE,1,1,0,1,0,0,39.30916856,-76.64439263,21217
0005,048,sandtown-winche,1612 WESTWOOD AVE,1,1,0,1,0,0,39.30942566,-76.64407735,21217
0005,051,sandtown-winche,1804 N CAREY ST,1,1,0,1,0,0,39.30954095,-76.64401684,21217
0005,055,sandtown-winche,1818 N WOODYEAR ST,1,1,0,1,0,0,39.30944832,-76.64443705,21217
0005,058,sandtown-winche,1824 N WOODYEAR ST,1,1,0,1,0,0,39.30954669,-76.64444326,21217
0005,059,sandtown-winche,1826 N WOODYEAR ST,1,1,0,1,0,0,39.3095796,-76.64444454,21217
0006,004,easterwood,1706 N PAYSON ST,1,1,0,1,0,0,39.30801171,-76.65004888,21217
0006,021,easterwood,2001 WESTWOOD AVE,1,1,0,1,0,0,39.30848512,-76.6502872,21217
0006,025,easterwood,2009 WESTWOOD AVE,1,1,0,1,0,0,39.3084778,-76.65049488,21217
0006,026,easterwood,2011 WESTWOOD AVE,1,1,0,1,0,0,39.308476,-76.65054435,21217
0006,028,easterwood,2015 WESTWOOD AVE,0,1,1,0,0,1,NA,NA,21217
0006,028A,easterwood,2017 WESTWOOD AVE,1,1,0,1,0,0,39.30848889,-76.65069273,21217
0006,028B,easterwood,2019 WESTWOOD AVE,1,1,0,1,0,0,39.30848696,-76.65074568,21217
0006,029A,easterwood,1703 N PULASKI ST,1,1,0,1,0,0,39.30790781,-76.65092735,21217
0006,029B,easterwood,1705 N PULASKI ST,1,1,0,1,0,0,39.30794755,-76.65092942,21217
0006,029O,easterwood,1731 N PULASKI ST,1,1,0,1,0,0,39.30845989,-76.65095648,21217
0006,031,easterwood,2000 PRESBURY ST,1,1,0,1,0,0,39.30800783,-76.65025433,21217
0006,032,easterwood,2002 PRESBURY ST,1,1,0,1,0,0,39.30800597,-76.65030361,21217
0006,038A,easterwood,2016 PRESBURY ST,1,1,0,1,0,0,39.30797056,-76.65066447,21217
0006,038B,easterwood,2018 PRESBURY ST,1,1,0,1,0,0,39.3079672,-76.65071857,21217
0007,003,easterwood,1704 N MONROE ST,1,1,0,1,0,0,39.3080358,-76.64832558,21217
0007,004,easterwood,1706 N MONROE ST,1,1,0,1,0,0,39.30807267,-76.64832762,21217
0007,005,easterwood,1708 N MONROE ST,1,1,0,1,0,0,39.30810982,-76.64833062,21217
0007,007,easterwood,1712 N MONROE ST,1,1,0,1,0,0,39.3081847,-76.64833375,21217
0007,009,easterwood,1716 N MONROE ST,1,1,0,1,0,0,39.3082586,-76.64833781,21217
0007,010,easterwood,1718 N MONROE ST,1,1,0,1,0,0,39.30829508,-76.64833978,21217
0007,011,easterwood,1720 N MONROE ST,1,1,0,1,0,0,39.30833234,-76.64834185,21217
0007,016,easterwood,1730 N MONROE ST,1,1,0,1,0,0,39.30851866,-76.64835204,21217
0007,017,easterwood,1732 N MONROE ST,1,1,0,1,0,0,39.30855593,-76.6483541,21217
0007,038,easterwood,1703 APPLETON ST,1,1,0,1,0,0,39.30798565,-76.64866608,21217
0007,040,easterwood,1700 APPLETON ST,1,1,0,1,0,0,39.30792982,-76.64917881,21217
0007,042,easterwood,1704 APPLETON ST,1,1,0,1,0,0,39.30800929,-76.64918212,21217
0007,047,easterwood,1714 APPLETON ST,0,1,1,0,0,1,NA,NA,21217
0007,053,easterwood,1726 APPLETON ST,1,0,-1,0,1,0,39.30841552,-76.64920351,NA
0007,055,easterwood,1730 APPLETON ST,1,1,0,1,0,0,39.30848988,-76.64920746,21217
0007,057,easterwood,1734 APPLETON ST,1,1,0,1,0,0,39.30856758,-76.64921157,21217
0007,059,easterwood,1738 APPLETON ST,1,1,0,1,0,0,39.30864102,-76.64921405,21217
0007,064,easterwood,1731 N PAYSON ST,1,1,0,1,0,0,39.30847694,-76.64954896,21217
0007,065,easterwood,1729 N PAYSON ST,1,1,0,1,0,0,39.3084407,-76.64954668,21217
0007,070,easterwood,1719 N PAYSON ST,1,1,0,1,0,0,39.3082554,-76.64953688,21217
0007,075,easterwood,1709 N PAYSON ST,1,1,0,1,0,0,39.30806836,-76.64952698,21217
0007,076,easterwood,1707 N PAYSON ST,1,1,0,1,0,0,39.30803073,-76.64952504,21217
0008,001,sandtown-winche,1700 N FULTON AVE,0,1,1,0,0,1,NA,NA,21217
0008,002,sandtown-winche,1702 N FULTON AVE,1,1,0,1,0,0,39.30805729,-76.64664139,21217
0008,003,sandtown-winche,1704 N FULTON AVE,0,1,1,0,0,1,NA,NA,21217
0008,005,sandtown-winche,1708 N FULTON AVE,1,1,0,1,0,0,39.30817487,-76.64665053,21217
0008,006,sandtown-winche,1710 N FULTON AVE,1,1,0,1,0,0,39.30821525,-76.64665202,21217
0008,007,sandtown-winche,1712 N FULTON AVE,1,1,0,1,0,0,39.30825494,-76.64665373,21217
0008,008,sandtown-winche,1714 N FULTON AVE,1,1,0,1,0,0,39.30829475,-76.64665552,21217
0008,010,sandtown-winche,1718 N FULTON AVE,1,1,0,1,0,0,39.30837226,-76.64666261,21217
0008,015,sandtown-winche,1728 N FULTON AVE,1,1,0,1,0,0,39.30856952,-76.64667296,21217
0008,017,sandtown-winche,1732 N FULTON AVE,1,1,0,1,0,0,39.30864782,-76.64667382,21217
0008,019,sandtown-winche,1736 N FULTON AVE,1,1,0,1,0,0,39.30872679,-76.64668092,21217
0008,020,sandtown-winche,1701 MCKEAN AVE,1,1,0,1,0,0,39.30800508,-76.64696709,21217
0008,021,sandtown-winche,1703 MCKEAN AVE,1,1,0,1,0,0,39.30803749,-76.64697126,21217
0008,023,sandtown-winche,1707 MCKEAN AVE,1,1,0,1,0,0,39.30810366,-76.64697154,21217
0008,025,sandtown-winche,1711 MCKEAN AVE,1,1,0,1,0,0,39.3081746,-76.64697678,21217
0008,026,sandtown-winche,1713 MCKEAN AVE,1,1,0,1,0,0,39.30820867,-76.646978,21217
0008,028,sandtown-winche,1717 MCKEAN AVE,1,1,0,1,0,0,39.30827581,-76.64698032,21217
0008,029,sandtown-winche,1719 MCKEAN AVE,1,1,0,1,0,0,39.30830977,-76.64698343,21217
0008,032,sandtown-winche,1725 MCKEAN AVE,1,1,0,1,0,0,39.30841176,-76.64699099,21217
0008,033,sandtown-winche,1727 MCKEAN AVE,1,1,0,1,0,0,39.30844614,-76.64699297,21217
0008,035,sandtown-winche,1731 MCKEAN AVE,1,1,0,1,0,0,39.30851413,-76.64699693,21217
0008,042,sandtown-winche,1700 MCKEAN AVE,1,1,0,1,0,0,39.30798978,-76.64746426,21217
0008,043,sandtown-winche,1702 MCKEAN AVE,0,1,1,0,0,1,NA,NA,21217
0008,044,sandtown-winche,1704 MCKEAN AVE,1,0,-1,0,1,0,39.30806035,-76.64747036,NA
0008,045,sandtown-winche,1706 MCKEAN AVE,1,0,-1,0,1,0,39.30809627,-76.64747002,NA
0008,046,sandtown-winche,1708 MCKEAN AVE,1,0,-1,0,1,0,39.3081307,-76.64747738,NA
0008,047,sandtown-winche,1710 MCKEAN AVE,1,0,-1,0,1,0,39.30816692,-76.6474771,NA
0008,048,sandtown-winche,1712 MCKEAN AVE,1,0,-1,0,1,0,39.30820365,-76.6474755,NA
0008,049,sandtown-winche,1714 MCKEAN AVE,1,0,-1,0,1,0,39.30823855,-76.64748035,NA
0008,050,sandtown-winche,1716 MCKEAN AVE,1,0,-1,0,1,0,39.3082727,-76.64748383,NA
0008,051,sandtown-winche,1718 MCKEAN AVE,1,0,-1,0,1,0,39.3083096,-76.64748706,NA
0008,053,sandtown-winche,1722 MCKEAN AVE,1,1,0,1,0,0,39.30838049,-76.64749284,21217
0008,055,sandtown-winche,1726 MCKEAN AVE,1,1,0,1,0,0,39.30845187,-76.64749484,21217
0008,056,sandtown-winche,1728 MCKEAN AVE,1,1,0,1,0,0,39.30848851,-76.6474967,21217
0008,058,sandtown-winche,1732 MCKEAN AVE,1,1,0,1,0,0,39.30856003,-76.64750521,21217
0008,062,sandtown-winche,1740 MCKEAN AVE,1,1,0,1,0,0,39.30870147,-76.64751275,21217
0008,063,sandtown-winche,1800 PRESBURY ST,1,1,0,1,0,0,39.30806636,-76.64766413,21217
0008,064,sandtown-winche,1802 PRESBURY ST,1,1,0,1,0,0,39.30806488,-76.64771603,21217
0008,066,sandtown-winche,1806 PRESBURY ST,1,1,0,1,0,0,39.30806059,-76.64781046,21217
0008,067,sandtown-winche,1808 PRESBURY ST,1,1,0,1,0,0,39.30805941,-76.6478605,21217
0008,068,sandtown-winche,1810 PRESBURY ST,1,1,0,1,0,0,39.30805757,-76.64791274,21217
0008,074,sandtown-winche,1711 N MONROE ST,1,1,0,1,0,0,39.30839355,-76.64781118,21217
0009,005,sandtown-winche,1709 N FULTON AVE,1,1,0,1,0,0,39.30820896,-76.64600274,21217
0009,006,sandtown-winche,1711 N FULTON AVE,1,1,0,1,0,0,39.30825036,-76.64601039,21217
0009,007,sandtown-winche,1713 N FULTON AVE,1,1,0,1,0,0,39.30829047,-76.64601068,21217
0009,008,sandtown-winche,1715 N FULTON AVE,1,1,0,1,0,0,39.30833587,-76.64601309,21217
0009,010,sandtown-winche,1719 N FULTON AVE,1,1,0,1,0,0,39.30841609,-76.64601939,21217
0009,012,sandtown-winche,1723 N FULTON AVE,1,1,0,1,0,0,39.30849105,-76.64602253,21217
0009,018,sandtown-winche,1735 N FULTON AVE,0,1,1,0,0,1,NA,NA,21217
0009,021,sandtown-winche,1727 WESTWOOD AVE,1,1,0,1,0,0,39.30866269,-76.64578657,21217
0009,022,sandtown-winche,1725 WESTWOOD AVE,1,1,0,1,0,0,39.30866456,-76.64573706,21217
0009,024,sandtown-winche,1721 WESTWOOD AVE,1,0,-1,0,1,0,39.30867569,-76.64556813,NA
0009,025,sandtown-winche,1719 WESTWOOD AVE,1,1,0,1,0,0,39.30867757,-76.645519,21217
0009,031,sandtown-winche,1707 WESTWOOD AVE,1,1,0,1,0,0,39.30868471,-76.64521986,21217
0009,032,sandtown-winche,1705 WESTWOOD AVE,1,1,0,1,0,0,39.30868787,-76.6451699,21217
0009,033,sandtown-winche,1703 WESTWOOD AVE,1,1,0,1,0,0,39.30868774,-76.64511791,21217
0009,035,sandtown-winche,1726 N MOUNT ST,1,1,0,1,0,0,39.3085546,-76.64516938,21217
0009,037,sandtown-winche,1722 N MOUNT ST,1,1,0,1,0,0,39.30848991,-76.64516322,21217
0009,038,sandtown-winche,1720 N MOUNT ST,1,1,0,1,0,0,39.30845721,-76.64516227,21217
0009,040,sandtown-winche,1716 N MOUNT ST,1,1,0,1,0,0,39.30838998,-76.64515582,21217
0009,041,sandtown-winche,1714 N MOUNT ST,1,1,0,1,0,0,39.30835726,-76.64515807,21217
0009,061,sandtown-winche,1703 N BRUCE ST,1,1,0,1,0,0,39.30833071,-76.64544721,21217
0009,062,sandtown-winche,1705 N BRUCE ST,1,1,0,1,0,0,39.30836346,-76.64544944,21217
0009,063,sandtown-winche,1707 N BRUCE ST,1,1,0,1,0,0,39.3083961,-76.64544933,21217
0009,064,sandtown-winche,1709 N BRUCE ST,1,1,0,1,0,0,39.30842905,-76.64545086,21217
0009,066,sandtown-winche,1713 N BRUCE ST,1,1,0,1,0,0,39.30849607,-76.64545515,21217
0010,004,sandtown-winche,1708 N CALHOUN ST,1,1,0,1,0,0,39.30818172,-76.64408395,21217
0010,010,sandtown-winche,1720 N CALHOUN ST,1,1,0,1,0,0,39.30832648,-76.64425597,21217
0010,015,sandtown-winche,1730 N CALHOUN ST,1,1,0,1,0,0,39.30844942,-76.64439674,21217
0010,016,sandtown-winche,1732 N CALHOUN ST,1,1,0,1,0,0,39.30846776,-76.64443619,21217
0010,020,sandtown-winche,1740 N CALHOUN ST,1,1,0,1,0,0,39.30856723,-76.64454744,21217
0010,026,sandtown-winche,1711 N MOUNT ST,1,1,0,1,0,0,39.30843671,-76.64471028,21217
0010,027,sandtown-winche,1709 N MOUNT ST,1,1,0,1,0,0,39.30840718,-76.64468738,21217
0010,030,sandtown-winche,1703 N MOUNT ST,1,1,0,1,0,0,39.3083057,-76.64467045,21217
0010,035,sandtown-winche,1618 PRESBURY ST,1,1,0,1,0,0,39.30814663,-76.64462733,21217
0010,039,sandtown-winche,1610 PRESBURY ST,1,0,-1,0,1,0,39.30815286,-76.64445308,NA
0012,001,easterwood,1601 N PAYSON ST,1,1,0,1,0,0,39.30667117,-76.64944915,21217
0012,001C,easterwood,1607 N PAYSON ST,1,1,0,1,0,0,39.30682311,-76.64945829,21217
0012,001D,easterwood,1609 N PAYSON ST,1,1,0,1,0,0,39.30687489,-76.64946136,21217
0012,002A,easterwood,1613 N PAYSON ST,1,1,0,1,0,0,39.30696687,-76.64946692,21217
0012,002D,easterwood,1619 N PAYSON ST,1,1,0,1,0,0,39.30709737,-76.64947476,21217
0012,002E,easterwood,1621 N PAYSON ST,1,1,0,1,0,0,39.3071448,-76.64947761,21217
0012,004,easterwood,1627 N PAYSON ST,1,1,0,1,0,0,39.30723714,-76.64948276,21217
0012,005,easterwood,1629 N PAYSON ST,1,1,0,1,0,0,39.30727585,-76.6494848,21217
0012,007,easterwood,1633 N PAYSON ST,1,1,0,1,0,0,39.30735236,-76.64948828,21217
0012,009,easterwood,1637 N PAYSON ST,1,1,0,1,0,0,39.30742858,-76.64949225,21217
0012,014,easterwood,1647 N PAYSON ST,1,1,0,1,0,0,39.30762139,-76.649503,21217
0012,016,easterwood,1651 N PAYSON ST,1,1,0,1,0,0,39.3076988,-76.64950513,21217
0012,022,easterwood,1644 APPLETON ST,1,1,0,1,0,0,39.30752304,-76.64915547,21217
0012,027,easterwood,1634 APPLETON ST,1,1,0,1,0,0,39.30732939,-76.64914333,21217
0012,028,easterwood,1632 APPLETON ST,1,1,0,1,0,0,39.30729103,-76.64914326,21217
0012,029,easterwood,1630 APPLETON ST,1,1,0,1,0,0,39.30725339,-76.64913999,21217
0012,032,easterwood,1624 APPLETON ST,1,1,0,1,0,0,39.30713878,-76.64913309,21217
0012,037,easterwood,1614 APPLETON ST,1,1,0,1,0,0,39.30694618,-76.64912354,21217
0012,040,easterwood,1608 APPLETON ST,1,1,0,1,0,0,39.30683215,-76.64911417,21217
0012,042,easterwood,1604 APPLETON ST,1,1,0,1,0,0,39.3067543,-76.64910941,21217
0012,054,easterwood,1619 APPLETON ST,1,1,0,1,0,0,39.30703977,-76.64859727,21217
0012,062,easterwood,1635 APPLETON ST,1,1,0,1,0,0,39.307346,-76.64861423,21217
0012,063,easterwood,1637 APPLETON ST,1,1,0,1,0,0,39.30738415,-76.64861625,21217
0012,064,easterwood,1639 APPLETON ST,1,1,0,1,0,0,39.30742252,-76.64861826,21217
0012,065,easterwood,1641 APPLETON ST,1,1,0,1,0,0,39.30746135,-76.64862031,21217
0012,066,easterwood,1643 APPLETON ST,0,1,1,0,0,1,NA,NA,21217
0012,070,easterwood,1651 APPLETON ST,0,1,1,0,0,1,NA,NA,21217
0012,071,easterwood,1653 APPLETON ST,1,1,0,1,0,0,39.30769193,-76.64863244,21217
0012,076,easterwood,1648 N MONROE ST,1,1,0,1,0,0,39.30762696,-76.64828557,21217
0012,077,easterwood,1646 N MONROE ST,1,1,0,1,0,0,39.30758766,-76.64828327,21217
0012,084,easterwood,1632 N MONROE ST,1,1,0,1,0,0,39.30731942,-76.64826784,21217
0012,085,easterwood,1630 N MONROE ST,1,1,0,1,0,0,39.30728082,-76.64826563,21217
0012,088,easterwood,1624 N MONROE ST,1,1,0,1,0,0,39.30716665,-76.6482589,21217
0012,092,easterwood,1616 N MONROE ST,1,1,0,1,0,0,39.30701274,-76.64824934,21217
0012,096,easterwood,1608 N MONROE ST,1,1,0,1,0,0,39.30685842,-76.64823978,21217
